Name;Mayores a 1;Pago 2;Despachos 2;Monedas 2;Shipping Method 2;Shipping Method;Cantidad;Producto;Precio oferta;Venta total;Precio normal;SKU;status despacho;Region 2
42618;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region;Despacho Region;1;Botin Alaska Negro Premium - Negro / 39;9990;9990;39990;4706182039;pending;CO
42618;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region;;1;Botin Veracruz Piton Premium - Amarillo / 39;9990;9990;39990;333072039;pending;CO
42618;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region;;1;Botin Valencia Negro Premium - Burdeo / 39;9990;9990;39990;3905058539;pending;CO
42617;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapato San Francisco Burdeo Premium - Burdeo / 37;14990;14990;36990;7052437;fulfilled;NB
42616;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Catalina Beige Premium - Beige / 38;9990;9990;29990;1284438;fulfilled;RM
42615;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Moscow Negro Premium - Negro / 38;9990;9990;44990;1838072038;fulfilled;RM
42614;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;9990;34990;1001201038;fulfilled;RM
42613;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Negro 6014  Delux - Negro / 36;24990;24990;29990;1436;fulfilled;RM
42612;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Frankfurt Blanco Premium - Blanco / 37;9990;9990;34990;1001201037;fulfilled;AT
42611;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Angelica Negro Premium - Negro / 35;9990;9990;29990;100072035;fulfilled;RM
42610;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Valencia Negro Premium - Burdeo / 36;9990;9990;39990;3905058536;pending;RM
42610;Mayor a 1;Pagado;Sin despacho;CLP;Despacho Region Metropolitana;;1;Zapatilla Frankfurt Negro Premium - Negro / 36;9990;9990;34990;1001202036;pending;RM
42609;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Indiana Caf̩ Premium - Caf̩ / 36;9990;9990;36990;8539074036;fulfilled;RM
42609;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Brisbane Negro Premium - Negro / 36;9990;9990;49990;1003202036;fulfilled;RM
42609;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Angelica Blanco Premium - Blanco / 36;9990;9990;29990;100071036;pending;RM
42608;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Shanghai Negro Premium - Negro / 39;9990;9990;29990;300072039;fulfilled;RM
42608;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Ambar  Negro  Premium - Negro / 37;9990;9990;29990;400072037;fulfilled;RM
42608;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;9990;29990;100071037;fulfilled;RM
42607;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapato San Francisco Burdeo Premium - Burdeo / 36;14990;14990;36990;7052436;fulfilled;RM
42607;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla York Blanco Premium - Blanco / 36;9990;9990;39990;2000289036;pending;RM
42606;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Shanghai Negro Premium - Negro / 40;9990;9990;29990;300072040;fulfilled;RM
42605;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Bucarest Taupe Premium - Taupe / 37;9990;9990;39990;3332184237;fulfilled;RM
42605;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Botin Edimburgo Negro Premium - Negro / 37;9990;9990;39990;3306182037;pending;RM
42604;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Marilyn Beige Premium - Beige / 39;9990;9990;29990;3611074439;fulfilled;RM
42603;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Marilyn Beige Premium - Beige / 38;9990;9990;29990;3611074438;fulfilled;RM
42603;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;2;Zapatilla Dana Negro Premium - Negro / 38;9990;19980;29990;4501072038;fulfilled;RM
42602;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Bucarest Negro Premium - Negro / 38;9990;9990;39990;3332182038;fulfilled;LL
42601;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Moscow Negro Premium - Negro / 37;9990;9990;44990;1838072037;fulfilled;RM
42600;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;8;Botin Valencia Negro Premium - Negro / 40;9990;79920;39990;3905058540;fulfilled;RM
42600;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Jade Negro Premium - Negro / 37;9990;9990;39990;2130072037;fulfilled;RM
42599;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Frankfurt Negro Premium - Negro / 36;9990;9990;34990;1001202036;fulfilled;RM
42599;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Frankfurt Blanco Premium - Blanco / 39;9990;9990;34990;1001201039;fulfilled;RM
42598;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Brisbane Negro Premium - Negro / 37;9990;9990;49990;1003202037;fulfilled;RM
42598;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Naya Blanco Premiumi - Beige / 37;9990;9990;29990;2281037;fulfilled;RM
42598;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;2;Zapatilla Melbourne Negro Premium - Negro / 38;9990;19980;49990;1004072038;fulfilled;RM
42598;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Montreal  Premium - Negro / 35;9990;9990;39990;8381072035;fulfilled;RM
42597;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Marilyn Beige Premium - Beige / 39;9990;9990;29990;3611074439;fulfilled;RM
42596;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Marilyn Beige Premium - Beige / 38;9990;9990;29990;3611074438;fulfilled;RM
42595;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;2;Botin Denver Negro Premium - Negro / 38;9990;19980;39990;6703072038;fulfilled;RM
42594;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Angelica Negro Premium - Negro / 38;9990;9990;29990;100072038;fulfilled;RM
42593;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Brisbane Negro Premium - Negro / 37;9990;9990;49990;1003202037;fulfilled;RM
42593;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Angelica Negro Premium - Negro / 37;9990;9990;29990;100072037;fulfilled;RM
42592;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Frankfurt Negro Premium - Negro / 35;9990;9990;34990;1001202035;fulfilled;RM
42592;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Botin Bucarest Taupe Premium - Taupe / 37;9990;9990;39990;3332184237;fulfilled;RM
42592;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Chester Blanco Premium - Blanco / 35;9990;9990;49990;1000071035;fulfilled;RM
42591;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Melbourne Negro Premium - Negro / 38;9990;9990;49990;1004072038;fulfilled;RM
42591;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Ambar  Negro  Premium - Negro / 38;9990;9990;29990;400072038;fulfilled;RM
42590;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Catalina Beige Premium - Beige / 38;9990;9990;29990;1284438;fulfilled;RM
42589;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Nevada Snake Premium - Taupe / 35;9990;9990;39990;6275075835;fulfilled;RM
42589;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Botin Brucelas Verde musgo Premium - Verde musgo / 35;9990;9990;36990;9451078435;fulfilled;RM
42588;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Grecia Amarillo Premium - Amarillo / 35;9990;9990;39990;318078335;fulfilled;ML
42588;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Delhi Rosado Premium - Rosado / 35;9990;9990;29990;200077435;fulfilled;ML
42588;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Brisbane Caf̩ Premium - Negro / 35;9990;9990;49990;1003204035;fulfilled;ML
42588;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Melbourne Negro Premium - Negro / 35;9990;9990;49990;1004072035;fulfilled;ML
42587;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;9990;34990;1001201038;fulfilled;RM
42586;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Naroa Blanco Premium - Blanco / 38;9990;9990;39990;100071038;fulfilled;RM
42586;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Dana Negro Premium - Negro / 38;9990;9990;29990;4501072038;pending;RM
42586;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Naya Blanco Premiumi - Beige / 38;9990;9990;29990;2281038;fulfilled;RM
42585;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Naroa Blanco Premium - Blanco / 40;9990;9990;39990;100071040;fulfilled;RM
42584;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Frankfurt Negro Premium - Negro / 38;9990;9990;34990;1001202038;fulfilled;LI
42583;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Negro Delux - Negro / 36;27990;27990;0;21936;fulfilled;RM
42583;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Sandalia Negro Delux - Negro / 37;24990;24990;41900;C04737;fulfilled;RM
42583;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Sandalia Cedro Delux - Terracota / 37;39990;39990;0;99237;fulfilled;RM
42583;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Delhi Rosado Premium - Rosado / 37;9990;9990;29990;200077437;fulfilled;RM
42583;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Ambar  Negro  Premium - Negro / 37;9990;9990;29990;400072037;fulfilled;RM
42582;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;2;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;19980;39990;6001202038;fulfilled;RM
42581;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Michigan Negro Premium - Negro / 39;9990;9990;39990;6134072039;fulfilled;RM
42581;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Botin Michigan Taupe Premium - Taupe / 39;9990;9990;39990;6134074239;fulfilled;RM
42581;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Delhi Rosado Premium - Rosado / 39;9990;9990;29990;200077439;fulfilled;RM
42580;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;2;Botin  Negro 832-4195 Premium - Negro / 39;9990;19980;69990;4195002039;fulfilled;RM
42579;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Bucarest Negro Premium - Negro / 38;9990;9990;39990;3332182038;fulfilled;VS
42579;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Marilyn Beige Premium - Beige / 38;9990;9990;29990;3611074438;fulfilled;VS
42579;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Dana Negro Premium - Negro / 37;9990;9990;29990;4501072037;fulfilled;VS
42578;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Catalina Beige Premium - Beige / 37;9990;9990;29990;1284437;fulfilled;RM
42577;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Luxemburgo Caf̩ claro Premium - Caf̩ claro / 38;9990;9990;39990;9674074938;fulfilled;RM
42576;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Botin Nevada Snake Premium - Taupe / 38;9990;9990;39990;6275075838;fulfilled;RM
42576;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Botin Kansas Negro Premium - Negro / 38;9990;9990;39990;6974072038;fulfilled;RM
42576;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Angelica Negro Premium - Negro / 38;9990;9990;29990;100072038;fulfilled;RM
42575;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Kansas Negro Premium - Negro / 38;9990;9990;39990;6974072038;fulfilled;ML
42574;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;3;Botin Denver Negro Premium - Negro / 38;9990;29970;39990;6703072038;fulfilled;RM
42574;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;3;Botin Michigan Negro Premium - Negro / 38;9990;29970;39990;6134072038;fulfilled;RM
42573;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Narumi Negro Premium - Negro / 38;9990;9990;32990;1017072038;fulfilled;RM
42573;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Narumi Rosa Premium - Rosa / 38;9990;9990;32990;1017077438;fulfilled;RM
42572;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Brisbane Caf̩ Premium - Negro / 37;9990;9990;49990;1003204037;fulfilled;RM
42572;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Naya Blanco Premiumi - Beige / 37;9990;9990;29990;2281037;fulfilled;RM
42571;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Neila Caf̩ Premium - Caf̩ / 40;9990;9990;39990;2102074940;fulfilled;RM
42571;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Botin Michigan Negro Premium - Negro / 40;9990;9990;39990;6134072040;fulfilled;RM
42571;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Botin Bucarest Taupe Premium - Taupe / 40;9990;9990;39990;3332184240;fulfilled;RM
42571;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Botin Lancaster Negro Premium - Negro / 40;9990;9990;39990;80072040;fulfilled;RM
42571;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Botin Dakota Camel Premium - Camel / 40;9990;9990;29990;3020074940;fulfilled;RM
42570;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Catalina Beige Premium - Beige / 36;9990;9990;29990;1284436;fulfilled;BI
42569;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Angelica Blanco Premium - Blanco / 36;9990;9990;29990;100071036;fulfilled;RM
42569;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Dana Negro Premium - Negro / 37;9990;9990;29990;4501072037;fulfilled;RM
42568;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Jade Negro Premium - Negro / 37;9990;9990;39990;2130072037;fulfilled;RM
42568;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;9990;29990;100071037;fulfilled;RM
42567;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Naya Blanco Premiumi - Beige / 37;9990;9990;29990;2281037;fulfilled;ML
42567;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Nueva Orleans  Negro Premium - Negro / 36;9990;9990;39990;6001202036;fulfilled;ML
42567;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Angelica Blanco Premium - Blanco / 36;9990;9990;29990;100071036;fulfilled;ML
42566;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Brisbane Caf̩ Premium - Negro / 39;9990;9990;49990;1003204039;fulfilled;VS
42565;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Jacinta Negro Premium - Negro / 39;9990;9990;44990;1004072039;fulfilled;RM
42565;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Sofia Multicolor Premium - Negro / 39;9990;9990;39990;3679079039;fulfilled;RM
42565;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Inova 3093 Negro Grendha - Negro / 39;12990;12990;0;9339;fulfilled;RM
42564;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Frankfurt Negro Premium - Negro / 36;9990;9990;34990;1001202036;fulfilled;RM
42563;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Campanilla Blanco Premium - Blanco / 39;9990;9990;39990;9071039;fulfilled;RM
42563;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Sandalia Jacinta Negro Premium - Negro / 39;9990;9990;44990;1004072039;fulfilled;RM
42562;Mayor a 1;Pagado;Despachado;CLP;Despacho Regiones;Despacho Regiones;1;Zapatilla Dana Negro Premium - Negro / 38;9990;9990;29990;4501072038;fulfilled;BI
42562;Mayor a 1;Pagado;Despachado;CLP;Despacho Regiones;;1;Zapatilla Marilyn Beige Premium - Beige / 38;9990;9990;29990;3611074438;fulfilled;BI
42562;Mayor a 1;Pagado;Despachado;CLP;Despacho Regiones;;1;Zapatilla Moscow Negro Premium - Negro / 36;9990;9990;44990;1838072036;fulfilled;BI
42562;Mayor a 1;Pagado;Despachado;CLP;Despacho Regiones;;1;Sandalia Iris Negro Premium - Negro / 36;9990;9990;39990;17072036;fulfilled;BI
42562;Mayor a 1;Pagado;Despachado;CLP;Despacho Regiones;;1;Zapatilla Dana Negro Premium - Negro / 36;9990;9990;29990;4501072036;fulfilled;BI
42562;Mayor a 1;Pagado;Despachado;CLP;Despacho Regiones;;1;Zapatilla Naya Blanco Premiumi - Beige / 36;9990;9990;29990;2281036;fulfilled;BI
42562;Mayor a 1;Pagado;Despachado;CLP;Despacho Regiones;;1;Sandalia Amelia Blanco Premium - Blanco / 35;9990;9990;39990;200071035;fulfilled;BI
42561;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Nueva Orleans  Negro Premium - Negro / 39;9990;9990;39990;6001202039;fulfilled;RM
42560;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Naroa Rosado Premium - Rosado / 35;9990;9990;39990;100077435;fulfilled;RM
42560;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Sandalia Naroa Blanco Premium - Blanco / 35;9990;9990;39990;100071035;fulfilled;RM
42559;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Angelica Negro Premium - Negro / 38;9990;9990;29990;100072038;fulfilled;RM
42559;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Angelica Blanco Premium - Blanco / 38;9990;9990;29990;100071038;fulfilled;RM
42558;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Tijuana Burdeo Premium - Burdeo / 38;9990;9990;39990;20078538;fulfilled;RM
42557;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Naroa Blanco Premium - Blanco / 37;9990;9990;39990;100071037;fulfilled;RM
42557;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Sandalia Nala Negro Premium - Negro / 37;9990;9990;32990;1018072037;fulfilled;RM
42556;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Paris Burdeo Premium - Burdeo / 37;9990;9990;39990;8172078537;fulfilled;BI
42556;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Bootie Atlanta  Premium - Negro / 37;9990;9990;39990;3698072037;fulfilled;BI
42554;Solo 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Nala Blanco Premium - Blanco / 38;9990;9990;32990;1018071038;fulfilled;RM
42553;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Amelia Blanco Premium - Blanco / 39;9990;9990;39990;200071039;fulfilled;RM
42553;Mayor a 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;;1;Zapatilla Brisbane Negro Premium - Negro / 39;9990;9990;49990;1003202039;fulfilled;RM
42552;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Brisbane Negro Premium - Negro / 39;9990;9990;49990;1003202039;fulfilled;CO
42552;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Nueva Orleans  Negro Premium - Negro / 39;9990;9990;39990;6001202039;fulfilled;CO
42555;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Frankfurt Negro Premium - Negro / 39;9990;9990;34990;1001202039;fulfilled;BI
42555;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Moscow Negro Premium - Negro / 39;9990;9990;44990;1838072039;fulfilled;BI
42551;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Sandalia Nicole Blanco Premium - Blanco / 40;9990;9990;39990;210071040;fulfilled;BI
42550;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Brisbane Negro Premium - Negro / 37;9990;9990;49990;1003202037;fulfilled;NB
42549;Solo 1;Pagado;Despachado;CLP;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Nueva Orleans  Negro Premium - Negro / 36;9990;9990;39990;6001202036;fulfilled;RM
42548;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Sandalia Iris Negro Premium - Negro / 39;9990;9990;39990;17072039;fulfilled;RM
42548;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Shanghai Negro Premium - Negro / 38;9990;9990;29990;300072038;fulfilled;RM
42548;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Sandalia Azalea Negro Premium - Negro / 38;9990;9990;39990;7072038;pending;RM
42547;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Melbourne Negro Premium - Negro / 38;9990;9990;49990;1004072038;fulfilled;BI
42546;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;3;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;29970;29990;100071037;fulfilled;VS
42545;Solo 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;9990;39990;6001202038;fulfilled;VS
42544;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Edimburgo Negro Premium - Negro / 37;9990;9990;39990;3306182037;fulfilled;VS
42544;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Veracruz Piton Premium - Amarillo / 37;9990;9990;39990;333072037;fulfilled;VS
42543;Mayor a 1;Pagado;Despachado;CLP;Despacho Regiones;Despacho Regiones;1;Botin Paris Burdeo Premium - Burdeo / 40;9990;9990;39990;8172078540;fulfilled;LR
42543;Mayor a 1;Pagado;Despachado;CLP;Despacho Regiones;;1;Zapatilla Monserrat Multicolor Premium - Multicolor / 40;9990;9990;39990;23072940;fulfilled;LR
42543;Mayor a 1;Pagado;Despachado;CLP;Despacho Regiones;;1;Zapatilla Monserrat Multicolor Premium - Multicolor / 40;9990;9990;39990;23076140;fulfilled;LR
42543;Mayor a 1;Pagado;Despachado;CLP;Despacho Regiones;;1;Zapatilla Chester Blanco Premium - Blanco / 40;9990;9990;49990;1000071040;fulfilled;LR
42543;Mayor a 1;Pagado;Despachado;CLP;Despacho Regiones;;1;Zapatilla Ambar  Negro  Premium - Negro / 40;9990;9990;29990;400072040;fulfilled;LR
42543;Mayor a 1;Pagado;Despachado;CLP;Despacho Regiones;;1;Zapatilla Naya Blanco Premiumi - Beige / 40;9990;9990;29990;2281040;fulfilled;LR
42542;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Brisbane Caf̩ Premium - Negro / 38;9990;9990;49990;1003204038;fulfilled;BI
42542;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Brisbane Caf̩ Premium - Negro / 37;9990;9990;49990;1003204037;fulfilled;BI
42541;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;Retiro en tienda;1;Zapatilla Catalina Beige Premium - Beige / 37;9990;9990;29990;1284437;fulfilled;RM
42541;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Catalina Black Premium - Negro / 38;9990;9990;39990;1282038;fulfilled;RM
42541;Mayor a 1;Pagado;Despachado;CLP;Retiro en tienda;;1;Zapatilla Marilyn Beige Premium - Beige / 37;9990;9990;29990;3611074437;fulfilled;RM
42540;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Zapatilla Emma  Rosado Premium - Beige / 37;9990;9990;39990;3638077437;fulfilled;VS
42540;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Dana Negro Premium - Negro / 37;9990;9990;29990;4501072037;fulfilled;VS
42540;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Zapatilla Naya Blanco Premiumi - Beige / 37;9990;9990;29990;2281037;fulfilled;VS
42539;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;Despacho Region;1;Botin Veracruz Piton Premium - Amarillo / 36;9990;9990;39990;333072036;fulfilled;VS
42539;Mayor a 1;Pagado;Despachado;CLP;Despacho Region;;1;Botin Paris Burdeo Premium - Burdeo / 36;9990;9990;39990;8172078536;pending;VS
